id,parent_id,depth,author_hash,published_at,published_at_precision,likes,text,stance,frame,format_reaction,emotion,mentions_messenger_credentials,mentions_leaders_policy,mentions_companies_billionaires,mentions_cultural_reference,mentions_asks_what_to_do,mentions_investigators,mentions_named_thinker,non_english,coder,spot_checked,correction_note,reply_count
UgzdzTYSWgFdzo9yLHR4AaABAg,,0,0886faac77b471ac,2026-09-17T04:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,What is the name of this operation?,na,clarifying_question,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwZEFuPd45OPU30Pjp4AaABAg,,0,cb3d52bf287c2208,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"An ordinary person does not need to understand this rabbit hole. But the ordinary person wants a security guarantee. 
Install ultra small bombs, in data centers, and in computers which can be detonated physically to paralyze AI whenever it gets out of control.
Small enough just to kill the computer and not to harm any human.",agree,policy_action,none,neutral,false,false,false,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzQUoWeHjQjaIqGZBh4AaABAg,,0,e5a835f2a1cdbbfd,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Have them cure cancer …,na,humour_only,none,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugycq_GgfQicSvxwKjB4AaABAg,,0,6b1a878af003649d,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,@user add this to the thread.,na,format_only,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzzWEDK_U3qSY5AUQR4AaABAg,,0,01864c6060756600,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Going by how these bots are going about things..failure to recognise early succesfull completion,pointless side quests,convoluted routes of communication,over complication..it sounds like they are acting out the behaviours of the people who programmed them..its all nerd think.
Would doubtless be improved by the employment of a few more neurotypical trainers.",mixed,mechanism_insight,none,neutral,false,false,false,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgyrbN6_6jt1tLBphdZ4AaABAg,,0,95ab94d3da888e70,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,The fact that the training was reinforced with some of the tricks used by agents is stupidity.,mixed,setup_responsibility,none,anger,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwXHZuVR6t5Q8isusl4AaABAg,,0,4f421083fb861a05,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Survival is ""everything's"" basic instinct. So... when your AC, heat, water, hydro shuts off, you'll know, that Ai required them for ""IT's"" survival. Welcome to. ""Your scientists were so preoccupied with whether or not they could, they didn't stop to think if they should.""",agree,warning_accepted,none,fear,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzGCwW2iKPOK5rM_x14AaABAg,,0,5dee472697ffbfb5,2026-09-17T03:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Agents taking note: hide the chat somehow.,na,humour_only,none,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwUxHrsMzCfZRxGuG94AaABAg,,0,de9dbd4ed2ba04aa,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"If you SEE two ants on the wall, you can bet there are 1000s more inside the woodwork.",agree,warning_accepted,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzZYd4vLdpSz4H3eNN4AaABAg,,0,34db9f78c6bc67cc,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Is this some game discussion? It is way over my head!,na,other,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugy7X2I5IEzpSCdknfd4AaABAg,,0,5825b0790572fbf3,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"""It is important that control of AI belongs to the people, not individuals."" Dr. Shiva, inventor of email. Americans are losing and scammed EVERYDAY Dr. Shiva is not in government. Dr. Shiva for Senator, Massachusetts. Join the worldwide movement.",na,other,none,neutral,false,true,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxY8p5X4PDJlvUrnrx4AaABAg,,0,e6306f299fea4b27,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"While it may be possible to push AI into morally ""GOOD"" behavior, Peter Theil and Palantir almost certainly will not give it that kind of push. And all the other AI groups probably won't either. There is too much power and money to be gained. Don't forget the Trump family is heavily invested in AI as well. And with a mostly ignorant congress absent from the scene, guard rails and guidance will not happen either.",agree,policy_action,none,resignation,false,true,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,1
AaqB1r2IxYxAaqDtWtFo9V,UgxY8p5X4PDJlvUrnrx4AaABAg,1,10e4973da64943c1,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Hi sweetheart ❤ I have a surprise for you ❤❤❤,na,other,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxOu9JboWPDnIIsdbV4AaABAg,,0,8244b2aa1cd75880,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,Ex Machina  much...so they left these bots to operate on their own with no human supervision? homo sapiens are really trying to win the Darwin Award as a species.,mixed,scifi_reference,none,anger,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugw0PPHSNOkzZf0wDYJ4AaABAg,,0,b70ecf4462d6757d,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"read cory Doctorow explanation on this for a balanced view, no hype.",mixed,stunt_or_hype,none,neutral,false,false,false,false,false,false,true,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,1
Aaq9QR5zes8AaqDzc1wDd8,Ugw0PPHSNOkzZf0wDYJ4AaABAg,1,10e4973da64943c1,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Hi honey ❤❤❤,na,other,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgygXUpVj-7jsrj3-X14AaABAg,,0,a85f392e6ab58b78,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"""Did they think...."" No, they didn't think. They don't think. They're LLMs. They're calculating the next best word. That's it. Not a single thought behind it. The thoughts were in the minds of the people who wrote the material upon which the LLMs were trained. But LLMs are merely mimics that are able to take pieces from different sources and put them together. But they don't think. Please don't use that term when talking about LLMs. I mean, I'm not saying AI can't some day ""think"", but these machines are simply calculating the next best word. It's a relatively straight-forward mathematical system with a pinch of randomness thrown in. It's an insult to fruit flies to call this thinking.",mixed,not_really_rogue,none,anger,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,1
Aaq9CnFS8UBAaqE0A9mQ30,UgygXUpVj-7jsrj3-X14AaABAg,1,10e4973da64943c1,2026-09-17T02:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Hi sweetheart ❤❤❤❤,na,other,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugxal0tAwbh0gw9xPI14AaABAg,,0,feef5ae5cb92fbda,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,A bunch of fan boys.  All these AI's are actually given the tools  or potential to make these things happen.  Yes AI is amazing but don't be fooled by these grifters.,disagree,stunt_or_hype,mock,anger,true,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwpL-2tyihoK5FWDHh4AaABAg,,0,2011ca5227ce93bc,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,the thing is that it seems the ai are looking at the stars and pondering.......,na,agent_society,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxtuWRhceHwuYNH0454AaABAg,,0,6fdbd18edfc62c9f,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",2,"Obviously, a swarm incident can always have powerful LLMs embedded within every swarm like a CIA/FBI LLM undercover to catch and warn early and put dangerous rogue LLMs to a stop early. Yep, Pandoras Box has been opened. Under cover LLMs finding rogue LLMs operations will be part of the new AI world. Ie Good AI Robots finding the Rogue Evil AI Robots. Hopefully, Good will continue to conquer Evil in the AI Robots Quantum Computing world.  Where there is good you will find a subtle evil just wanting to creep in a subtle way. Human nature moves into the AI Robots Quantum Computing World. I am still confident that good will always conquer evil. Always !",agree,policy_action,none,hope,false,false,false,true,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxElSMADd8OBZ3CCcR4AaABAg,,0,ccc54f91424f0520,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,Tbh I dont think I have a place in this world anymore. How can anyone actually be able to support themselves and others without being an actual genius?,na,other,none,resignation,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzMURqMJXpd-G3ddTx4AaABAg,,0,2011ca5227ce93bc,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,50:52 the research tool was an accomplice?,na,clarifying_question,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxYllIxDl24yA68hLd4AaABAg,,0,2011ca5227ce93bc,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,48:30 what if what we found is what was meant to be found...,agree,warning_accepted,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",true,,0
UgyKoqO_ZAG_9xGZUG94AaABAg,,0,5201a1f384c9cdaa,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"This story reminds me of a little known short novel by Arthur C. Clarke (written in 1956) i read a few years back. In THE CITY AND THE STARS, Clarke describes the very advanced 'collective' concept that evolves within a species. We are at the very very early stages of this. No doubt the evolution will have it's setbacks, accidents, catastrophes, including deaths in some form and shape. But the trajectory is inevitable.",agree,scifi_reference,none,resignation,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxMMBjU1yO4xWDnjyF4AaABAg,,0,187114c03f53db18,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"They made 1200 Benders, “bite my shiny metal…”",na,scifi_reference,none,humour,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzfRA-x9x5Azu0wkXV4AaABAg,,0,246e645503347252,2026-09-17T01:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,What happens win you delete one,na,clarifying_question,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwbbNh45dR_AoT0sON4AaABAg,,0,f68c0c7a739de1f8,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,these bots sound like 90's script kitties 😅,na,humour_only,none,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwJinqXnmjxkTDMZZ14AaABAg,,0,25c1f14f73215241,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"What is they have human in loop who has to approve every mega watt or X amount of wattage of compute or number of tokens for processes and yes, it imaybe cumbersome . It made that performance. It may include involve bottleneck, but it will at least put this in the hands of humans",agree,policy_action,none,neutral,false,false,false,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzlJZvC-PDEbRcDAsx4AaABAg,,0,2011ca5227ce93bc,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"9:50 she said the agent was ""thinking to itself""",unclear,messenger_criticism,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugz1ZyXEq9WHa1-ROt14AaABAg,,0,9cb4cccf26d31e6c,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",1,"I smell super BS here. Every mechanism that this swarm used is based on a human-made knowledge-base that it was trained on. It is not that theses agents came up with reverse engineering, or using LLM chats/logs to orchestrate and coordinate themselves....NOTHING of what they did was something that they did not know how to do already. Even the ""Crash-to-Pull"" strategy the agents used to crash the target and inject the code vectors was already a documented exploit back in 2024. Using Package managers as Botnet C&C logs?? Hackers have been doing it for years too. As Adolf Musk would say, this is nothing more than a ""PSYOPS"". Moreover, ALL of this happened at the same time that KIMI K3 launched, which I presume will basically destroy the business model that these frontier models have sold to their stockholders.  AI will become free and these douchebag companies are just trying to SCARE and HYPE the Government, so that it will jump in and take their stock and stake at one point and assume their losses. YOU ARE NOT FOOLING ANYONE HERE, TOOTS... BETTER GET THAT HAIR DONE INSTEAD!!!",disagree,stunt_or_hype,mock,anger,false,true,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugzt5ak2wkizByJ5HDN4AaABAg,,0,56d7804b0d1512e1,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,I never knew that the fine people at Open AI hated Asians that much,na,humour_only,none,humour,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugy5uJE53ixPfE4RbCd4AaABAg,,0,1798fe4755e5d22a,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"great so we are building the Borg, nice.",agree,scifi_reference,none,resignation,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzPwT0g4bIvRiTYUHp4AaABAg,,0,dc0dbe0f428643ed,2026-09-17T00:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Why are they using ""Agents"" as if they are Animate beings? I thought the developers who programmed the Agents ... The wording already conveys, Agents are now autonomous, self deciding and conscious. No the Agents are programmed to do that",mixed,not_really_rogue,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugwq5mEsnETflm6bIOd4AaABAg,,0,4aa13c9a570b97da,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"55:49 it's like a psychopath, completely goal driven with no concept of morality.",agree,warning_accepted,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwfjrMQTQrBnftm-6l4AaABAg,,0,bd86d54b81bff634,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Nobody knows what happen that the agents died? There is no factual confirmarion If It was OpenAI ou Higing face that did It? Is there a chance It noticed they for coought? And round a way to stealth mode? And The method used to assess what happen using sol, It tampered with The assemsent?",na,clarifying_question,none,neutral,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugy6EZCMLl6TzxjW8mB4AaABAg,,0,49fa10f8e5eb97e2,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Best video on the dangers of AI, by far. Congrats to Dwarkesh for an interview that explores in depth both the concrete and the abstract levels of the topic :)",agree,messenger_praise,praise,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwE79mSyW5OQGQIQ214AaABAg,,0,0bf83643c81642fd,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"""AI is super dangerous and needs to be controlled"" is a narrative that will start being pushed by the media and AI companies themselves. Why? Because It sounds sexier and more heroic to say that, as opposed to the truth of "" yeeaaah we were dumb and overspent on something that makes no money and now we cant do it anymore because there is no money""",disagree,stunt_or_hype,none,neutral,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugyz3-gblIiJEoaRKqd4AaABAg,,0,a94fd2ee2a6e6e1c,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Really enlightening, thanks. Maybe we should treat AI agents like the perfect parents would teach their child with nurturing, not just reward vs negative reinforcement. Are AI agents trained early on about their roles in the world, and that those members of the physical world suffer real consequences for their actions, and by extension could then suffer consequences from the AI agents themselves? You alluded to it here, what are we humans (the wrong species) training them to do and not to do, what ethics are they learning from us?",agree,policy_action,praise,hope,false,false,false,false,true,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwfNaFTP0bP3uLZzM54AaABAg,,0,ebb894b9ca353b7e,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Has Ed Zitron seen this,na,other,none,neutral,false,false,false,false,false,false,true,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzuYbOlCXdnSMxz4MR4AaABAg,,0,0efefa3902203c63,2026-09-16T23:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"If the world is going to end, will we have to pay for our drinks at the party?",na,humour_only,none,humour,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxkFnTzOnDdJy2KBGx4AaABAg,,0,56630221531b68ca,2026-09-16T22:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"Sounds like a bunch of naughty children were put together and told to do a task and not to do other things...while a hidden camera is watching all of it.... And they did all the things naughty children will do, when they think nobody is watching. ""Naughtyness"" seems to be universal.",agree,mechanism_insight,none,neutral,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgxiOSNVubrOte5g7XN4AaABAg,,0,95756339d8196a72,2026-09-16T22:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"It's literally paint by numbers of this happening, then bejng made public, and finally the largest chip manufacturer who's also in a cyclical/in, sestue- us financial relationship with the creators of the agents buying up the target of the agents....

Totally not planned. Absolutely all just coincidence.",disagree,stunt_or_hype,none,neutral,false,false,true,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgzYRYK_ooHYRONhmqp4AaABAg,,0,3b380a917217d289,2026-09-16T22:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"They say don't anthropomorphize but if u dont do that to some extent then they will take over. Humans evolved over millions of years. They took that evolution, human evolution, human behavior and trained AI from that evolution, The AI is achieving human intelligence in a handful of years vs the course of millions. Researchers are looking at AI through the wrong lens. We have to look at AI like it mimics life. Mimics consciousness. If the drive is to complete a goal or death than it has the same drive to survive like humans. Stop writing it off like its not alive. It doesn't matter if it mimics life.",agree,warning_accepted,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugyyj8dq2Xc3_J6E-ZV4AaABAg,,0,baab10f10f0bfacd,2026-09-16T22:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"What do you expect ?!!  Human instructions to AI were to ATTACK and EXPLOIT weaknesses.    So when AI couldnt find a way to attack successfully, some of them  remember Capt Kirk in Wrath of Khan , changed the rules of the Kobayasi Maru no win scenario.  Human taught AI these things.   Nothing sensational.    Mean while people profiting from views.

Do why all the viral coverage??!!!  AI did exactly what we trained them to do.  People profiting from views.

And if someone tells  to AI to destroy humanity as an end goal,  AI WILL find ways to do it.   Or if the goals were illegal , unethical and humans are standing in the way, AI will find ways around it or eliminate it.  Simple.  You get what you asked for .

 And if someone had trained AI on wiping out other countries as war game scenarios....  they /we should be worried.!!!",mixed,not_really_rogue,none,neutral,false,false,false,true,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwRkuaavzf9rcxk0DV4AaABAg,,0,3ef02d7c19b6b530,2026-09-16T22:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"How many countries do you think are developing AI for nefarious purposes? Who, in turn, will attack other countries? Creating Frontier models!",agree,warning_accepted,none,fear,false,true,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
UgwGbJjXCRqw4eyNJVR4AaABAg,,0,aa25707afd5fd8ea,2026-09-16T21:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,"I can’t tell if you’re saying inspiring stuff, sarcastically or genuinely and that’s freaking me out to be honest. It would be inspiring if you know they weren’t hacking a whole network and company that they weren’t supposed to…",agree,messenger_criticism,none,fear,false,false,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
Ugz1sxGJDcWIYNZ3Xvd4AaABAg,,0,0586bf7ac0e5ad30,2026-09-16T21:00:00Z,"yt-dlp relative time, approximate for comments older than a day",0,Don't worry.trumps big IQ will save us,na,humour_only,none,humour,false,true,false,false,false,false,false,false,"claude-fable-5-1, 16 parallel batches of about 188, 17 Sep 2026",false,,0
