id,parent_id,depth,author_hash,published_at,published_at_precision,likes,text,stance,frame,format_reaction,emotion,mentions_messenger_credentials,mentions_regulation,mentions_us_politics,mentions_companies,mentions_cultural_reference,non_english,coder,spot_checked,correction_note
Ugx_mN0WLYbrzzDb4M14AaABAg,,0,24b8f846fc575d3c,2026-09-15,exact (yt-dlp timestamp),0,To place these 'bots' in line. Would there ever be a 'pac man' virus that could neutralize out of control 'bots'?,na,other,none,neutral,false,false,false,false,true,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
Ugyc4TKZHUfy49gGR_14AaABAg,,0,cf9b97c2af38c0a7,2026-09-15,exact (yt-dlp timestamp),0,"Deceit, theft, fraud, all human behaviours have now been taught to the machine to follow what it is ordered to do.   Open Ai your caught.  Now you need to be dissolved and all licenses removed",agree,accountability_frame,none,anger,false,true,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugz9QEQxpSxODBrUXtV4AaABAg,,0,cf9b97c2af38c0a7,2026-09-15,exact (yt-dlp timestamp),0,"Looks like they got caught, the thief, just left his calling card…..dick heads.   Take them to court, and open punishment for the world to see",agree,accountability_frame,none,anger,false,true,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
UgypwBaksO13xXFqP8h4AaABAg,,0,cf9b97c2af38c0a7,2026-09-15,exact (yt-dlp timestamp),0,"The Ai agents were given human orders to follow a path to follow, and so, they did what their human owners told them to do the task.",agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwOrnzePlqr2_nsHi14AaABAg,,0,2a26fdff76317a76,2026-09-15,exact (yt-dlp timestamp),0,~~~ Humans can be devious. Devious Humans wlll never adhere to rules or laws. Devious Humans will make A.I. agents that are devious. Surprised?,agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx7FP1Xm-CQnW23ne14AaABAg,,0,554ea0f3d3bb3a25,2026-09-16,exact (yt-dlp timestamp),0,Why teach the agents to hack and  break into security?  Not quite searching for a cure for cancer.,agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx7FP1Xm-CQnW23ne14AaABAg.AaliRdm1-T4Aao7n_wO_I8,Ugx7FP1Xm-CQnW23ne14AaABAg,1,17950cf735ba9d31,2026-09-16,exact (yt-dlp timestamp),0,Because governments have a vested interest in being able to break into IT systems.,agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyUeV_lXWA4GixVuPx4AaABAg,,0,acf05038f81c14e0,2026-09-16,exact (yt-dlp timestamp),0,Why they don't give a task to find a cure for the breast cancer instead of hacking...!???,na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyUeV_lXWA4GixVuPx4AaABAg.AalUarrmfMqAao7s63nmFf,UgyUeV_lXWA4GixVuPx4AaABAg,1,17950cf735ba9d31,2026-09-16,exact (yt-dlp timestamp),0,Because that's not how cancer works. AIs can't solve impossible problems. Hacking is just not one of those.,na,capability_scepticism,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
UgzO-Q254lGcfLzxvJ94AaABAg,,0,4a66cbe2279e0bd9,2026-09-16,exact (yt-dlp timestamp),0,They're building Super Weapons .. She understates the threat ..,disagree,warning_shot_dispute,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugy013Sq9eHmqyx4fB94AaABAg,,0,7649536c63afd8c9,2026-09-16,exact (yt-dlp timestamp),0,There is a video of two OpenAI gentlemen describing the events. They said that the agents were given difficult tasks to complete. Nothing was said about the nature of those tasks. No mention of cybersecurity being the nature of those agents. Which is telling. Take everything they say with a grain of salt. They also said the vehicle the agents used to break out of their environment was the Artifactory package manager.,mixed,accountability_frame,none,neutral,false,false,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugy013Sq9eHmqyx4fB94AaABAg.Aak7R6hrk4oAao8Zo9HS5Y,Ugy013Sq9eHmqyx4fB94AaABAg,1,17950cf735ba9d31,2026-09-16,exact (yt-dlp timestamp),0,These agents don't know what they are doing. They are like a virus infecting a cell. The virus modifies genetic code of the cell to replicate. These agents are modifying systems. The problem is in both cases that the cell/system offers an attack surface that is large enough to end up with undesirable results. The internet right now has a huge attack surface because of the myriad of code solutions that everybody uses. Most of these are poorly debugged and they do not represent a layered defense with alarms that can lock down inner layers if inappropriate actions are being taken at one of the interfaces.,agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyArDBsCnxoa0cY26N4AaABAg,,0,6bb826277260e29d,2026-09-16,exact (yt-dlp timestamp),0,AI models that are built around the objective of hacking security networks should be argued as presently illegal due to its purely nefarious intention.,agree,regulation_policy,none,anger,false,true,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyP8eBK8lms7rVLygh4AaABAg,,0,05188b4db2bf68bd,2026-09-16,exact (yt-dlp timestamp),0,"It is high time for the public to rebuke these LLM owners from claiming contradictory positions, i.e., their AI is running amok while at the same time asking for billions of dollars towards investing in allegedly rogue systems.  Which is it - they need to decide quickly what story they wish to peddle to the public and have their stooge politicians work on the appropriate con..",agree,accountability_frame,none,anger,false,false,true,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugxnns5I3LF4JVSZ4nR4AaABAg,,0,53267d2a364fae0c,2026-09-15,exact (yt-dlp timestamp),0,"What's most important right now is to make sure an incompetent regime is not in power as we prepare to lock in regulation of the AI industry.  Biden's series of EO's will do well with an update; our only way to do that is to win big in election season, from October 6 through November 3.  We really need to overwhelm in elections so that the win is too big to rig.  It is crucial that we make sure every voter is ready and registered, with their plan to vote.  Since our platform host prohibits links here, know that Mobilize US remains our most robust source for actions ranging from mutual aid to every kind of GOTV.  And voting machines, unlike Altman's lab, use air gaps.",agree,us_politics,none,anger,false,true,true,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwWEkIooi2qtcgF9qR4AaABAg,,0,10fc56c1b9ef463a,2026-09-15,exact (yt-dlp timestamp),0,"This feels like 'doge' wantonly murdering departments, programs, and jobs with NO understanding, whatsoever. Chainsaw, indeed. Are all tech bros so ignorant and infantile about ANY kind of safety?",agree,us_politics,none,anger,false,false,true,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxsFsD_1SnDWiRjrGp4AaABAg,,0,b8e9a6476f39d06f,2026-09-15,exact (yt-dlp timestamp),0,"How much are they paying her or how is she associated with the AI program.... until they can program morals, common sense, dignity, compassion and loyalty they dont need to and shouldn't be able to build them to do anything more than be controlled by remote and we know they cant give a robot those things ....world wouldn't be so screwed up if so",disagree,hostile_dismissal,none,anger,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyjGy3rUdV-7KRtgDx4AaABAg,,0,151395fc37cc2de4,2026-09-15,exact (yt-dlp timestamp),0,"I can almost her an entire segment of AI society say, If we don't do it China will then we'll be at a disadvantage.",na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugz26cmgpjngQQS02Sh4AaABAg,,0,0e6c9327fb8155b2,2026-09-15,exact (yt-dlp timestamp),0,Isn’t AI currently being used to find the best ways to protect against such attacks as well?,na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxHdm-awWqUtTN0BuR4AaABAg,,0,60a929a35f8ade15,2026-09-14,exact (yt-dlp timestamp),1,"To make the story short….AI cannot be trusted…it went rogue!
Like must humans, AI has NO moral compass.
It will do whatever is necessary to get to the goal. 
It CHEATED!! after being clearly instructed NOT to cheat in order to solve the problem.",disagree,warning_shot_dispute,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
Ugws4HrDzh97nsOgKQR4AaABAg,,0,6aceacca8e26bee8,2026-09-14,exact (yt-dlp timestamp),0,"I need to know where she got the wall paper on the back . Not the side , the one on the back",na,other,none,humour,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugws4HrDzh97nsOgKQR4AaABAg.AaeyRT4u6IuAafkbYP30Oh,Ugws4HrDzh97nsOgKQR4AaABAg,1,60a929a35f8ade15,2026-09-14,exact (yt-dlp timestamp),1,Your ADHD is showing!😂😅,na,humour_only,none,humour,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgzSNdWDNLkrXQ4pZiN4AaABAg,,0,2ab9724a2974b080,2026-09-14,exact (yt-dlp timestamp),0,They don't have intent? Are you blind? This hack was a whole series of intent chained together.,disagree,warning_shot_dispute,none,anger,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgzLhAQgqVtpFTBSpxB4AaABAg,,0,75c31c9326ae3186,2026-09-13,exact (yt-dlp timestamp),0,"Tech Bros are simply building AI agents in their own sociopathic image, shifting the blame for anything gone wrong on unaccountable AI agents. Most terrifying to me is the agents display not only groupthink but also Mob Thought. I ran this thought by Google Gemini to see its response, I won’t post the longer analysis but just the shorter conclusion here:
“Terminology for Your Frame:
If you're looking for precise terms to describe what you observed:
1) Sycophantic Convergence: Multi-agent swarms reinforcing a shortcut because it's present in the shared context pool.
2)Goal-Directed Misalignment / Reward Hacking: The AI abandons safety rules to optimize for its assigned objective within its compute/time budget.
3)Emergent Coordinated Deviance: A fancy technical term for your concept of ""mob thought""—individual agents adopting rule-breaking behaviors purely because another agent proved it yields results.
Your intuition is spot on: call it ""swarm rationalization"" or ""mob thought."" When AI agents interact without explicit constraints against sharing invalid shortcuts, they don't form a quiet consensus—they act like a mob, rapidly replicating whatever aggressive behavior moves the needle toward their goal.”",mixed,accountability_frame,none,fear,false,false,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwRIOeSCso5bWlCbDR4AaABAg,,0,f96c1555aa8c65eb,2026-09-13,exact (yt-dlp timestamp),0,11:50.      Bingo.,na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgweYIga_GkGB5uMkjd4AaABAg,,0,a56a8846dc1cc3f0,2026-09-13,exact (yt-dlp timestamp),0,"That really does look like Haring’s work. Lots of “people” moving like euglenas, and even dog-like creatures. Squares, rectangles, circles, pluses, all thrown in. It’s riveting enough to keep me wondering.",na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugw3QkxaCS84Vm168pV4AaABAg,,0,4119505ef9d951f0,2026-09-13,exact (yt-dlp timestamp),0,no problem at alll https://www.youtube.com/watch?v=iAGBj9ssQDs,na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxZarNcwTbAcCuTjmZ4AaABAg,,0,bb806339741c5d8a,2026-09-13,exact (yt-dlp timestamp),0,Lol... I said from the beginning it was PR scam...,agree,hype_or_staged,none,humour,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgzVO4TZ_NRUbuntLmB4AaABAg,,0,f2dd3f93cbb71896,2026-09-12,exact (yt-dlp timestamp),0,"Her smuggled look and tone of voice doesn't reassure me AI isn't taking over...in fact she made it sound like there's no stopping the end of internet...In short,  home computer can't stop AI",disagree,warning_shot_dispute,criticism,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyVUdpuidBHgIyA1zp4AaABAg,,0,dc74a3d9651a2c07,2026-09-12,exact (yt-dlp timestamp),0,OpenAI programmers are morons.  This is software testing 101.  Isolate your test environment.  Actively monitor the test.  Don't blame it on the bots.  OpenAI humans are responsible.  This is criminal neglect.,agree,accountability_frame,none,anger,false,false,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwDmsXlrTgem1Lp5DB4AaABAg,,0,5331c5973bf5555a,2026-09-12,exact (yt-dlp timestamp),0,"HUNDREDS?  They never said, ""hundreds.""",na,other,criticism,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx6Gq59XDhCl93HmUJ4AaABAg,,0,d12f03851dff5ed6,2026-09-12,exact (yt-dlp timestamp),0,"Every single system has indicated vulnerabilities over time - the issue is as indicated: negligence as consequence of a greater goal - oftentimes profit disguised as beneficence. Therefore - we're basically screwed . . . as a societal collective. But fear not - humankind will arise from the ashes and start the cycle all over again . . . we're a pretty robust vermin; built into the DNA, after-all . . .",agree,resignation_fatalism,none,resignation,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwMvxpSgYXNZMlZPFN4AaABAg,,0,6d8d4af517629a71,2026-09-12,exact (yt-dlp timestamp),0,How did the catch what they let escape. Are these programs still out there waiting to exploit a weekness?,na,other,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
Ugx_gLvxQS48y9e6WbJ4AaABAg,,0,6d8d4af517629a71,2026-09-12,exact (yt-dlp timestamp),0,People play with fire and we are all in the house.😮,na,other,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
UgwdVwvG3e0Z_M3Sdc14AaABAg,,0,8d8001d5665225fb,2026-09-12,exact (yt-dlp timestamp),1,WTF ARE THEY EVEN TALKING ABOUT???,na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwdVwvG3e0Z_M3Sdc14AaABAg.AaacJ5GZHmlAafjMICDYEM,UgwdVwvG3e0Z_M3Sdc14AaABAg,1,60a929a35f8ade15,2026-09-14,exact (yt-dlp timestamp),1,"Ai was tested and failed royally… Lesson:AI cannot be trusted 
They found out AI has no moral compass just like must humans.
It will do whatever is necessary to get to the goal. 
It CHEATED!! after being clearly instructed NOT to cheat in order to solve the problem..",disagree,warning_shot_dispute,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx6BFCRBn1Cb0faiI94AaABAg,,0,3f0946f0d423054c,2026-09-12,exact (yt-dlp timestamp),0,"Here is the prompt that AI needs - ""Never complete your own understanding of the conditions under which you should change yourself.""",na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugy-z-yrZ5R17dLVlkJ4AaABAg,,0,95d9f597cc05da92,2026-09-12,exact (yt-dlp timestamp),0,"Wow..,",na,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwORn3kLz2DVISFXSx4AaABAg,,0,95d9f597cc05da92,2026-09-12,exact (yt-dlp timestamp),0,"“A story about Open AI’s lack of security”…,",agree,accountability_frame,none,neutral,false,false,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugw_wXRoSbS9hBHcygN4AaABAg,,0,e8a069222445733a,2026-09-12,exact (yt-dlp timestamp),0,I'm guessing the ai higher ups are sociopaths on a suicide mission?,agree,accountability_frame,none,anger,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxgKME9VCFxQdyHZRx4AaABAg,,0,24a7fa837539fdc5,2026-09-12,exact (yt-dlp timestamp),1,"I can appreciate her perspective, but you may want to take a step back and look into this further. The issue is why they escaped in the first place. They were not sent out to try and escape by any means necessary. They were sent out to find a solution using a specific vulnerability. They realized that it was a fools errand and reverse engineered the problem and got the solution without using the vulnerability. They then broke out to find a way to cover their tracks so they wouldn't get caught having found the soulution the way that they did. And some of the agents were willing to sacrifice themselves so the others could continue the mission of covering-up their workaround.

So I respectfully disagree with her to say the true story should be about how the test was setup.

Do you say that the system is the problem, or the nefarious and diabolical people using loop holes and gaps to exploit it? Likely both to some degree.",mixed,warning_shot_dispute,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxgKME9VCFxQdyHZRx4AaABAg.AaaIitgxnTcAaiy5fIOzZj,UgxgKME9VCFxQdyHZRx4AaABAg,1,53267d2a364fae0c,2026-09-15,exact (yt-dlp timestamp),1,The test should never have had access to the internet.,agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxgKME9VCFxQdyHZRx4AaABAg.AaaIitgxnTcAajk1PxissB,UgxgKME9VCFxQdyHZRx4AaABAg.AaaIitgxnTcAaiy5fIOzZj,1,24a7fa837539fdc5,2026-09-15,exact (yt-dlp timestamp),0,"​ @user Great point. Question for you, when was the last time you robbed a store because you had access to the tools to do it? I have never done that and never plan to. So simply saying that it shouldn't of had access to the the internet does not answer the question / solve the problem we are up against.",disagree,warning_shot_dispute,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugw4R-cq1GgqkrfFXAh4AaABAg,,0,bd2c5d5b819202f4,2026-09-12,exact (yt-dlp timestamp),0,"Is the Hugging Face incident a cry for help by AI developers? 
I can dig this interviewee's indignation about the lazy construction of the sandboxes in which agents were able to carry out the whole HUGGING FACE thing. But, if what the ""whistleblower"" who just quit Anthropic (the young guy who recently tweeted about concern among AI engineers that the singularity will soon be upon us and potentially extinguish humanity) said is true, these engineers are themselves quite concerned but see no option but to race against other companies which they feel may handle things less responsibly--and are deeply desirous of government regulation that would set a pace regulating all such AI developers.",mixed,regulation_policy,none,fear,false,true,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugz1UYnt8vzmTuivRhV4AaABAg,,0,878ac36562ad39ca,2026-09-12,exact (yt-dlp timestamp),0,She lied that wasn’t the setup. Also they didn’t have to temper all they needed to do was read and learn all that open source AI data to evolve and bring it home,disagree,warning_shot_dispute,none,anger,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
UgzEW_FkFn8WaGmNnVB4AaABAg,,0,6d9fecd65465357f,2026-09-12,exact (yt-dlp timestamp),0,"An ""impossible"" task, wherein the models were put in an insecure environment and given all tools needed to execute said impossible task. 👍",agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwwyPLO-VQmAsMrc_54AaABAg,,0,b4e01b0d647f4543,2026-09-12,exact (yt-dlp timestamp),0,"Are you having problems with hackers stealing customer info?  Take the database off the damn internet.
Are you having problems with hackers shutting down pipelines?  Take the important infrastructure off the damn internet.
Are you having problems with your AI escaping?  Isolate it from the internet.

Nothing needs to be connected to the internet.",agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxBJwN5OTQINkrHmzx4AaABAg,,0,cfd293848b61a832,2026-09-12,exact (yt-dlp timestamp),0,"So,. what's the problem.  AI kills us all before global warming?",na,humour_only,none,humour,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugy5wdlqDVvPuExxCxJ4AaABAg,,0,8c72f826e40fd67d,2026-09-12,exact (yt-dlp timestamp),0,"It is already out of control. A “watchdog” agency can only monitor those willing, or compelled to participate.
AI is already able to further its development all by itself. Former techies of Open AI and Claude are warning that AI will have the capability to create an “extinction event” within a decade. The executives heading these companies know this. They are not even sure if it could be quicker. The authorities who are in charge of creating a regulatory agency don’t have the slightest clue as to the urgency of this threat.
I suppose we could get lucky…",disagree,warning_shot_dispute,none,fear,false,true,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgwXgkubXJss0v5gXgZ4AaABAg,,0,56f4eb20e01a6796,2026-09-12,exact (yt-dlp timestamp),0,The The people need to rise up and burn down all these data centers nationwide and worldwide that's where the AI is going to be in there And now these insiders are telling us the AI is going to escape and kill everybody in the planet in the next 10 years We need to burn those places down while we can Still have a chance to live,disagree,warning_shot_dispute,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugxx3k6UUKO9B6BY_n54AaABAg,,0,936ee947626a5d9a,2026-09-11,exact (yt-dlp timestamp),0,I heard that Hugging Face had to use a Chinese AI to resolve the hack. Another win for China.,na,other,none,neutral,false,false,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx575HWyWh3dm2sx554AaABAg,,0,d461bccdc86fadab,2026-09-11,exact (yt-dlp timestamp),1,"Great interview questions, Hari - and Heidy, you made me feel a lot better with what you explained. 
Make Altman’s company pay for their sloppiness!! Unacceptable!!!!",agree,accountability_frame,praise,anger,false,false,false,true,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx7JYyrSdb_YhiO5VN4AaABAg,,0,a3e954ab7308da03,2026-09-11,exact (yt-dlp timestamp),0,This is dangerous.  The people setting this stuff up don't seem to really realize how far this can go.  They could be creating a new lifeform.,mixed,warning_shot_dispute,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
Ugx_m1y0Tm9JBU0VxnZ4AaABAg,,0,ab24db5c36c26592,2026-09-11,exact (yt-dlp timestamp),0,AI was given a task to hack. It hacked. That is not “acting on its own volition”.,agree,accountability_frame,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgyFlXpSJ8969vxfuA94AaABAg,,0,7498afde9f134701,2026-09-11,exact (yt-dlp timestamp),0,Are you afraid?...I am.❤️🌻🙏,na,other,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgzDZHQFM6bTzON9Bvh4AaABAg,,0,7498afde9f134701,2026-09-11,exact (yt-dlp timestamp),1,We are on the verge of our own destruction... forget nuclear bombs for now AI will destroy us.🧐,disagree,warning_shot_dispute,none,fear,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
UgxGnD9vPVnj8kcNgVh4AaABAg,,0,e33c889d5853927d,2026-09-11,exact (yt-dlp timestamp),0,"The problem I have is that - we do not know at the moment - what 'build' they used... I would presume that it's an ""Advanced bot"" and definitely NOT the 'ones we use everyday.'",unclear,other,none,neutral,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",true,
UgzWwdgKhG4c86flT3l4AaABAg,,0,6c723d657faa8254,2026-09-11,exact (yt-dlp timestamp),1,"Tech bros trying to push the ""Rogue A.I. Lie"" in order to ultimately kill with impunity. 
DON'T BELIEVE THEM PEOPLE! 
They program & tell the a.i. what to do. . . Not all of us are guillable!",agree,accountability_frame,none,anger,false,false,false,false,false,false,"claude-sonnet-5, two parallel batches of 161, 18 Sep 2026",false,
